,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1353,15781574,636.0,Spain,Male,76,9,126534.6,1,Yes,Yes,39789.62,False
1354,15781553,760.0,Germany,Female,49,9,91502.99,1,Yes,No,117232.9,True
1355,15781534,536.0,Germany,Female,35,4,121520.36,1,No,No,77178.42,False
1356,15781530,690.0,France,Male,21,8,0.0,2,Yes,Yes,155782.89,False
1357,15781505,685.0,France,Male,20,4,104719.94,2,Yes,No,38691.34,False
1358,15781495,662.0,France,Female,22,2,126362.57,2,Yes,Yes,97382.8,False
1359,15781465,675.0,Germany,Female,29,8,121326.42,1,Yes,No,133457.52,False
1360,15781451,504.0,France,Male,42,3,134936.97,2,No,No,135178.91,False
1361,15781409,834.0,France,Female,28,6,0.0,1,Yes,No,74287.53,False
1362,15781347,600.0,Not reported,Female,41,1,0.0,2,Yes,Yes,91193.65,False
1363,15781326,636.0,France,Male,35,9,95478.17,1,No,No,169286.74,False
1364,15781307,779.0,Germany,Male,37,7,120092.52,2,Yes,No,135925.72,False
1365,15781298,808.0,Germany,Male,39,3,124216.93,1,No,Yes,171442.36,False
1366,15781272,669.0,France,Male,50,4,149713.61,3,Yes,Yes,124872.42,True
1367,15781234,609.0,France,Female,35,2,147900.43,1,Yes,No,140000.29,False
1368,15781210,711.0,France,Male,34,8,0.0,2,No,No,48260.19,False
1369,15781129,687.0,Spain,Male,38,8,69434.4,2,Yes,Yes,66580.13,True
1370,15781127,663.0,Spain,Female,33,8,96769.04,1,Yes,Yes,36864.05,False
1371,15781034,796.0,Spain,Male,67,5,0.0,2,Not Reported,Yes,54871.02,False
1372,15780989,579.0,Spain,Male,43,2,145843.82,1,Yes,Yes,198402.37,True
1373,15780966,709.0,France,Female,32,2,0.0,2,No,No,109681.29,False
1374,15780961,735.0,France,Female,21,1,178718.19,2,Yes,No,22388.0,False
1375,15780954,582.0,Spain,Male,26,4,65848.36,2,Yes,No,30149.21,False
1376,15780925,625.0,France,Male,37,1,177069.24,2,Yes,Yes,96088.54,False
1377,15780909,769.0,Germany,Male,34,7,115101.5,1,No,No,57841.89,True
1378,15780870,580.0,Spain,Male,67,3,153946.14,1,Yes,Yes,7418.92,False
1379,15780846,787.0,France,Male,33,1,126588.81,2,No,Yes,62163.53,False
1380,15780835,652.0,Germany,Female,26,1,131908.35,1,Yes,Yes,179269.79,False
1381,15780805,585.0,France,Female,35,2,0.0,2,Yes,No,98621.04,True
1382,15780804,482.0,France,Male,55,5,97318.25,1,No,Yes,78416.14,False
1383,15780779,583.0,Spain,Female,40,4,0.0,2,Yes,No,114093.73,False
1384,15780770,445.0,France,Male,31,7,145056.59,1,Yes,Yes,175893.53,False
1385,15780746,705.0,France,Male,61,4,0.0,2,Yes,Yes,191313.7,False
1386,15780716,686.0,Not reported,Male,39,3,129626.19,2,Yes,Yes,103220.56,False
1387,15780677,717.0,France,Female,59,4,0.0,2,Yes,Yes,170528.63,False
1388,15780654,619.0,Germany,Female,33,3,100488.92,2,No,Yes,36446.74,False
1389,15780650,667.0,France,Male,40,9,0.0,1,Yes,Yes,96670.2,False
1390,15780628,633.0,France,Female,30,6,0.0,2,No,No,41642.29,False
1391,15780572,653.0,Spain,Male,30,4,0.0,2,Yes,No,120736.04,False
1392,15780561,622.0,France,Female,39,9,83456.79,2,No,No,38882.34,False
1393,15780514,707.0,France,Male,33,8,136678.52,1,Yes,No,54290.62,False
1394,15780498,634.0,France,Male,34,3,145030.92,1,Yes,Yes,41820.65,False
1395,15780492,648.0,France,Male,42,4,0.0,2,Yes,No,19283.14,False
1396,15780432,728.0,France,Male,37,3,122689.51,2,No,No,106977.53,True
1397,15780411,570.0,France,Female,46,3,0.0,2,No,No,820.46,False
1398,15780409,783.0,France,Male,40,6,0.0,2,Yes,No,109742.55,False
1399,15780386,654.0,Spain,Male,40,5,105683.63,1,Yes,No,173617.09,False
1400,15780362,607.0,France,Female,49,9,119960.29,2,Yes,No,103068.22,False
1401,15780359,643.0,Germany,Male,25,4,115142.9,1,Yes,Yes,148098.95,False
1402,15780256,630.0,France,Male,34,9,0.0,2,Yes,Yes,114006.35,False
1403,15780254,654.0,France,Male,40,6,0.0,1,No,No,183872.88,True
1404,15780220,656.0,France,Male,38,10,0.0,1,Yes,Yes,136521.82,False
1405,15780215,636.0,France,Male,31,6,0.0,2,Yes,Yes,2382.61,False
1406,15780212,592.0,France,Male,37,4,212692.97,1,No,No,176395.02,False
1407,15780144,512.0,Germany,Female,32,2,123403.85,2,Yes,No,80120.19,False
1408,15780142,632.0,France,Male,43,2,100013.51,1,Yes,No,24275.32,False
1409,15780140,435.0,Not reported,Male,32,2,57017.06,2,Yes,Yes,5907.11,False
1410,15780128,705.0,France,Male,33,3,144427.96,2,Yes,No,113845.19,False
1411,15780124,841.0,France,Male,74,9,108131.53,1,No,Yes,60830.38,False
1412,15780088,607.0,Spain,Male,34,9,132439.99,1,Yes,No,177747.72,False
1413,15780056,660.0,Spain,Male,33,4,0.0,1,Yes,No,29664.45,False
1414,15780038,756.0,Spain,Male,38,6,119208.85,1,Yes,No,169763.89,True
1415,15779985,750.0,Germany,Female,37,1,133199.71,2,Yes,Yes,27366.77,False
1416,15779973,684.0,Germany,Male,35,3,99967.76,1,Yes,Yes,176882.08,False
1417,15779947,363.0,Spain,Female,28,6,146098.43,3,Yes,No,100615.14,True
1418,15779915,694.0,Spain,Male,31,5,0.0,1,Yes,No,35593.18,False
1419,15779913,586.0,France,Male,27,5,130231.8,2,Yes,Yes,192427.16,False
1420,15779904,597.0,France,Female,29,5,0.0,2,Yes,Yes,174825.57,False
1421,15779886,563.0,Spain,Male,24,7,0.0,2,No,No,16319.56,False
1422,15779862,658.0,Germany,Female,31,3,133003.03,1,No,Yes,146339.27,True
1423,15779809,655.0,France,Male,44,8,87471.63,1,No,Yes,188593.98,False
1424,15779744,537.0,Spain,Male,30,1,103138.17,1,Yes,Yes,96555.42,False
1425,15779743,633.0,France,Female,44,7,0.0,2,Yes,No,29761.29,False
1426,15779738,534.0,France,Male,24,1,0.0,1,Yes,Yes,169653.32,False
1427,15779711,750.0,Spain,Female,38,7,97257.41,2,No,Yes,179883.04,False
1428,15779659,625.0,France,Female,28,3,0.0,1,No,No,183646.41,False
1429,15779627,573.0,Germany,Male,31,0,134644.19,1,Yes,Yes,70381.49,False
1430,15779620,575.0,France,Male,36,1,0.0,1,No,Yes,94570.56,False
1431,15779586,822.0,Germany,Female,46,3,115074.02,2,Yes,No,26249.86,False
1432,15779581,734.0,Spain,Female,43,3,55853.33,2,No,Yes,94811.85,True
1433,15779529,620.0,France,Male,32,7,0.0,2,Yes,Yes,34665.79,False
1434,15779522,736.0,France,Female,24,0,0.0,2,Yes,No,109355.73,True
1435,15779497,603.0,France,Male,43,5,127823.93,1,Yes,Yes,19483.35,False
1436,15779496,615.0,France,Male,64,0,81564.1,2,No,Yes,35896.09,False
1437,15779492,796.0,Spain,Male,56,6,94231.13,1,No,No,121164.6,True
1438,15779481,628.0,France,Male,34,4,158741.43,2,Yes,Yes,126192.54,False
1439,15779423,716.0,France,Male,39,1,70657.61,2,Yes,Yes,76476.05,False
1440,15779414,696.0,Spain,Male,40,3,153639.11,1,Yes,Yes,138351.68,False
1441,15779390,850.0,Spain,Female,31,4,91292.7,1,Yes,Yes,162149.07,False
1442,15779267,584.0,France,Male,47,5,0.0,2,Yes,No,89286.29,False
1443,15779247,683.0,Spain,Female,24,8,98567.1,1,Yes,No,187987.01,False
1444,15779207,500.0,Germany,Male,30,2,125495.64,2,Yes,Yes,68807.47,False
1445,15779182,790.0,Spain,Male,46,8,182364.53,1,No,No,139266.48,True
1446,15779176,565.0,Germany,Female,58,3,108888.24,3,No,Yes,135875.51,True
1447,15779174,451.0,France,Female,36,2,0.0,2,Yes,Yes,180142.42,False
1448,15779103,527.0,Germany,Female,39,9,96748.89,2,Yes,No,94711.43,False
1449,15779064,677.0,France,Male,27,2,0.0,2,Yes,Yes,20092.89,False
1450,15779059,670.0,France,Female,38,5,119624.54,2,Yes,Yes,110472.12,False
1451,15779052,604.0,Germany,Female,25,5,157780.84,2,Yes,Yes,58426.81,False
1452,15778975,850.0,Germany,Female,70,1,96947.58,3,Yes,No,62282.99,True
1453,15778959,606.0,France,Female,36,10,0.0,2,No,Yes,155641.46,False
1454,15778947,628.0,France,Male,36,3,0.0,2,Yes,Yes,8742.91,False
1455,15778936,701.0,France,Male,33,9,147510.34,2,Yes,No,190611.92,False
1456,15778934,678.0,Spain,Female,49,8,0.0,2,No,Yes,98090.69,False
1457,15778915,737.0,France,Female,32,7,128551.36,2,No,Yes,189402.71,False
1458,15778897,630.0,France,Female,28,1,0.0,2,Yes,Yes,133267.78,False
1459,15778884,809.0,France,Female,39,2,154763.21,2,Yes,Yes,174800.31,False
1460,15778861,720.0,Spain,Male,33,6,97188.62,1,No,No,91881.29,False
1461,15778838,783.0,France,Male,38,9,114135.17,1,Yes,No,153269.98,False
1462,15778830,841.0,France,Male,31,2,0.0,2,Yes,No,173240.52,False
1463,15778752,708.0,France,Male,32,10,86614.06,2,Yes,Yes,172129.26,False
1464,15778696,684.0,Spain,Female,36,5,174180.39,1,Yes,No,119830.08,False
1465,15778694,638.0,Germany,Female,26,1,105249.76,2,Yes,Yes,23491.09,False
1466,15778604,571.0,France,Female,47,7,0.0,2,No,No,112366.98,False
1467,15778589,626.0,France,Male,34,7,113014.7,2,Yes,Yes,56646.28,False
1468,15778526,719.0,Spain,Female,48,5,0.0,2,No,No,78563.66,False
1469,15778515,748.0,France,Male,40,3,95297.11,1,No,No,171515.84,False
1470,15778489,780.0,Germany,Male,71,9,142550.25,2,Yes,Yes,122506.78,False
1471,15778481,817.0,France,Male,59,1,118962.58,1,Yes,Yes,120819.58,False
1472,15778463,657.0,France,Female,37,6,95845.6,1,Yes,No,122218.23,False
1473,15778418,637.0,Germany,Male,40,9,154309.67,1,Yes,Yes,125334.16,True
1474,15778410,533.0,Spain,Female,52,7,0.0,1,No,Yes,194113.99,True
1475,15778395,762.0,Germany,Male,34,4,88815.56,2,Yes,No,68562.26,True
1476,15778368,552.0,Germany,Male,50,4,121175.56,1,Yes,No,117505.07,True
1477,15778345,749.0,France,Female,33,1,74385.98,2,Yes,No,20164.47,False
1478,15778320,848.0,Germany,Female,40,5,148495.64,1,No,No,158853.98,False
1479,15778304,646.0,Germany,Male,24,0,92398.08,1,Yes,Yes,18897.29,False
1480,15778290,799.0,France,Male,70,8,70416.75,1,Yes,Yes,36483.52,False
1481,15778287,622.0,France,Male,35,8,0.0,2,Yes,Yes,131772.51,False
1482,15778219,790.0,France,Male,26,5,0.0,1,Yes,No,20510.79,False
1483,15778192,628.0,Spain,Male,28,4,0.0,2,Yes,Yes,176750.81,False
1484,15778190,639.0,Spain,Female,28,8,97840.72,1,Yes,Yes,178222.77,False
1485,15778157,598.0,Spain,Male,27,8,90721.52,2,Yes,No,109296.18,False
1486,15778155,520.0,Germany,Female,31,3,108914.17,1,Yes,Yes,183572.39,True
1487,15778154,628.0,Germany,Male,50,4,122227.71,1,No,Yes,14217.77,True
1488,15778149,538.0,Spain,Male,68,9,0.0,2,Yes,No,110440.5,True
1489,15778142,850.0,Germany,Female,31,1,76722.67177696514,2,Yes,Yes,4466.21,False
1490,15778135,575.0,Spain,Male,43,3,0.0,1,Yes,No,83594.51,False
1491,15778089,544.0,Spain,Male,37,2,0.0,2,No,No,135067.02,False
1492,15778049,633.0,Germany,Male,29,6,117412.35,1,No,No,30338.94,False
1493,15778025,685.0,Germany,Male,43,9,108589.47,2,No,Yes,194808.51,False
1494,15778005,785.0,France,Female,39,1,130147.98,1,Yes,No,163798.41,True
1495,15777994,718.0,France,Female,39,3,0.0,2,Yes,Yes,145355.11,False
1496,15777958,587.0,France,Male,39,10,0.0,2,Yes,Yes,170409.45,False
1497,15777923,544.0,France,Female,45,6,0.0,2,No,Yes,151401.33,False
1498,15777922,629.0,Spain,Male,39,1,161757.87,2,Yes,Yes,146371.72,False
1499,15777907,791.0,France,Female,39,3,0.0,2,Yes,Yes,144413.92,True
1500,15777904,703.0,France,Female,45,7,0.0,2,Yes,Yes,68831.72,False
1501,15777901,640.0,Germany,Not specified,43,9,94752.49,1,Yes,No,184006.36,True
1502,15777896,850.0,Germany,Female,33,2,83415.04,1,No,Yes,74917.64,False
1503,15777893,777.0,France,Male,43,1,0.0,2,Yes,No,21785.91,False
1504,15777892,721.0,Germany,Male,37,3,107720.64,1,Yes,Yes,158591.12,False
1505,15777873,628.0,France,Female,31,5,0.0,1,No,No,147963.07,True
1506,15777855,649.0,France,Male,45,7,0.0,2,No,Yes,75204.21,False
1507,15777830,639.0,France,Female,42,4,0.0,2,No,No,167682.37,False
1508,15777826,643.0,France,Male,30,5,94443.77,1,Yes,Yes,165614.4,False
1509,15777797,689.0,Spain,Male,38,5,75075.14,1,Yes,Yes,8651.92,True
1510,15777784,733.0,France,Female,44,6,168165.84,1,No,Yes,197193.49,False
1511,15777772,650.0,Spain,Male,55,9,119618.42,1,Yes,Yes,29861.13,False
1512,15777759,570.0,France,Male,30,2,131406.56,1,Yes,Yes,47952.45,False
1513,15777743,705.0,France,Female,39,3,92224.56,1,Yes,Yes,54517.25,False
1514,15777708,824.0,Spain,Female,38,3,0.0,2,Yes,No,192800.25,False
1515,15777639,595.0,Spain,Female,23,10,101126.66,2,No,No,37042.8,False
1516,15777616,605.0,Germany,Male,28,10,113690.83,1,Yes,No,33114.24,False
1517,15777614,545.0,Spain,Female,44,1,0.0,2,Yes,Yes,82614.89,False
1518,15777599,746.0,Germany,Male,39,6,141806.0,2,Yes,Yes,183494.87,False
1519,15777586,784.0,Spain,Female,42,2,109052.04,2,Yes,No,6409.55,False
1520,15777576,559.0,Spain,Female,40,5,139129.44,1,No,Not Reported,32635.54,False
1521,15777553,659.0,France,Female,56,9,123785.24,1,Yes,No,99504.03,True
1522,15777504,617.0,France,Female,30,8,0.0,1,Yes,Yes,92621.9,False
1523,15777459,619.0,Spain,Female,32,4,175406.13,2,Yes,Yes,172792.43,True
1524,15777452,587.0,France,Female,46,6,88820.29,1,No,No,70224.34,False
1525,15777436,710.0,Spain,Female,31,5,0.0,2,Yes,No,9561.73,False
1526,15777352,568.0,Spain,Female,32,7,169399.6,1,Yes,No,61936.22,False
1527,15777315,529.0,France,Male,43,6,93616.35,2,No,No,98348.66,False
1528,15777217,641.0,Spain,Male,25,10,0.0,2,Yes,Yes,180808.39,False
1529,15777211,515.0,France,Male,65,7,92113.61,1,Yes,Yes,142548.33,False
1530,15777179,687.0,France,Male,35,9,0.0,2,No,Yes,73133.82,False
1531,15777122,553.0,France,Female,31,4,0.0,2,Yes,Yes,89087.4,False
1532,15777076,651.0,France,Male,36,7,0.0,2,Yes,No,13898.31,False
1533,15777067,445.0,France,Male,64,2,136770.67,1,No,Yes,43678.06,False
1534,15777060,770.0,France,Female,33,4,0.0,1,Yes,No,26080.54,True
1535,15777054,584.0,Germany,Male,42,3,137479.13,1,Yes,No,25669.1,False
1536,15777046,580.0,France,Female,39,9,128362.59,1,Yes,No,86044.98,False
1537,15777045,783.0,Spain,Female,44,3,81811.71,1,Yes,No,164213.53,True
1538,15777033,524.0,France,Male,29,7,0.0,2,Yes,Yes,105448.74,False
1539,15776985,652.0,France,Female,39,6,112518.71,2,No,Yes,110421.31,False
1540,15776947,637.0,Spain,Male,43,8,0.0,1,Yes,No,12156.93,True
1541,15776939,778.0,Germany,Female,48,3,102290.56,2,Yes,No,182691.31,False
1542,15776936,475.0,France,Male,40,7,160818.08,1,No,Yes,169642.13,True
1543,15776921,431.0,Germany,Male,45,5,83624.55,2,No,No,36899.62,False
1544,15776850,749.0,Spain,Female,43,1,124209.02,1,Yes,Yes,167179.48,False
1545,15776844,762.0,Spain,Female,19,6,0.0,2,Yes,No,55500.17,False
1546,15776827,770.0,Germany,Male,37,5,141547.26,2,No,Yes,180326.83,False
1547,15776824,714.0,France,Male,28,6,122724.37,1,Yes,Yes,67057.27,False
1548,15776807,654.0,France,Male,29,1,0.0,1,Yes,No,180345.44,False
1549,15776780,608.0,France,Male,59,1,0.0,1,Yes,No,70649.64,True
1550,15776743,647.0,France,Male,43,9,0.0,2,Yes,Yes,78488.39,False
1551,15776733,638.0,Germany,Not specified,37,5,124513.66,2,Yes,No,158610.89,False
1552,15776725,724.0,Germany,Male,54,8,172192.49,1,Yes,Yes,136902.01,False
1553,15776631,650.523246492986,France,Female,36,5,119540.15,1,No,Yes,80603.99,False
1554,15776629,650.0,France,Female,39,4,0.0,2,No,No,186275.7,False
1555,15776605,528.0,Spain,Male,36,7,0.0,2,Yes,No,60536.56,False
1556,15776596,730.0,Spain,Female,39,6,140094.59,1,Yes,No,172450.04,True
1557,15776558,673.0,France,Male,31,1,108345.22,1,No,Yes,38802.03,False
1558,15776545,682.0,France,Male,28,10,200724.96,1,No,Yes,82872.64,True
1559,15776518,579.0,France,Female,38,4,175739.36,1,Yes,Yes,193130.55,False
1560,15776494,754.0,France,Male,61,5,146622.35,1,Yes,Yes,41815.22,True
1561,15776467,702.0,Spain,Female,35,8,14262.8,2,Yes,No,54689.16,False
1562,15776454,603.0,France,Female,48,5,0.0,1,Yes,No,100478.6,True
1563,15776433,730.0,Spain,Male,62,2,0.0,2,Yes,Yes,186489.95,False
1564,15776404,523.0,France,Male,22,8,123374.46,1,Yes,Yes,124906.59,False
1565,15776348,835.0,Germany,Male,20,4,124365.42,1,No,No,180197.74,True
1566,15776233,758.0,Germany,Female,61,8,125397.21,1,Yes,No,182184.09,True
1567,15776231,626.0,Germany,Male,35,4,88109.81,1,Yes,Yes,32825.5,False
1568,15776229,682.0,France,Male,44,3,115282.3,1,No,No,23766.4,False
1569,15776223,597.0,France,Female,42,4,64740.12,1,Yes,Yes,106841.12,False
1570,15776211,678.0,France,Female,34,6,0.0,2,Yes,Yes,124592.84,False
1571,15776156,521.0,France,Male,27,4,121325.84,1,Yes,Yes,164223.7,True
1572,15776128,716.0,France,Female,44,6,155114.9,1,No,No,133871.83,False
1573,15776124,802.0,Spain,Male,51,7,0.0,1,No,Yes,40855.79,False
1574,15776096,606.0,Spain,Male,34,3,161572.24,1,No,Yes,191076.22,False
1575,15776051,551.0,France,Female,45,6,0.0,2,Yes,Yes,51143.43,False
1576,15776047,620.0,France,Female,29,3,0.0,2,No,Yes,153392.28,False
1577,15775949,612.0,France,Female,38,7,110615.47,1,Yes,Yes,193502.93,False
1578,15775912,698.0,France,Male,48,4,101238.24,2,No,Yes,177815.87,True
1579,15775905,612.0,Germany,Female,39,6,130024.87,1,Yes,Yes,45750.21,True
1580,15775892,748.0,Spain,Female,23,8,85600.08,1,No,No,134077.71,False
1581,15775891,634.0,Germany,Male,48,2,107247.69,1,Yes,Yes,103712.05,True
1582,15775888,593.0,Germany,Female,38,5,85626.6,1,Yes,Yes,125079.65,False
1583,15775886,670.0,France,Not specified,36,3,0.0,1,Yes,No,140754.19,True
1584,15775880,554.0,France,Female,30,9,0.0,2,Yes,Yes,40320.3,False
1585,15775826,677.0,France,Male,30,1,78133.15,1,No,Yes,174225.88,False
1586,15775809,677.0,Germany,Female,26,6,98723.67,2,No,Yes,151146.67,False
1587,15775803,841.0,Spain,Male,41,1,0.0,2,No,Yes,193093.77,False
1588,15775797,607.0,Spain,Female,32,7,0.0,3,No,Yes,10674.62,False
1589,15775761,610.0,Germany,Female,69,5,86038.21,3,No,No,192743.06,True
1590,15775756,809.0,Germany,Male,39,8,148055.74,1,No,No,199203.21,False
1591,15775750,686.0,France,Male,37,9,134560.62,1,Yes,No,27596.39,False
1592,15775741,608.0,France,Female,28,9,0.0,2,Yes,Yes,125062.02,False
1593,15775709,832.0,France,Female,27,10,98590.25,1,Yes,No,30912.89,False
1594,15775703,702.0,France,Male,26,2,71281.29,1,Yes,Yes,108747.12,True
1595,15775678,716.0,France,Female,44,1,0.0,1,Not Reported,Yes,152108.47,False
1596,15775663,712.0,Germany,Not specified,53,6,134729.99,2,Yes,Yes,132702.64,False
1597,15775662,760.0,France,Male,43,8,121911.59,1,Yes,No,193312.33,False
1598,15775627,509.0,France,Male,35,8,0.0,2,No,Yes,67431.28,False
1599,15775625,596.0,France,Male,47,6,0.0,1,Yes,No,74835.65,False
1600,15775590,482.0,Germany,Female,48,2,69329.47,1,No,No,102640.52,True
1601,15775572,531.0,Germany,Female,42,6,88324.31,2,Yes,No,75248.75,False
1602,15775562,538.0,France,Female,33,5,0.0,2,Yes,No,126962.41,False
1603,15775546,517.0,Spain,Female,29,5,0.0,2,Yes,No,103402.88,False
1604,15775490,660.0,France,Female,38,5,110570.78,2,Yes,No,195906.59,False
1605,15775433,666.0,Germany,Male,71,1,53013.29,2,Yes,Yes,112222.64,False
1606,15775430,651.0,Germany,Male,31,7,138008.06,2,Yes,No,129912.74,False
1607,15775339,520.0,France,Female,29,8,95947.76,1,Yes,No,4696.44,False
1608,15775335,635.0,Germany,Female,48,4,81556.89,2,Yes,No,191914.37,False
1609,15775318,590.0,Spain,Female,51,3,154962.99,3,No,Yes,191932.27,True
1610,15775307,490.0,Spain,Female,38,3,97266.1,1,Yes,Yes,92797.23,False
1611,15775306,421.0,Germany,Male,28,8,122384.22,3,Yes,Yes,89017.38,True
1612,15775295,630.0,France,Female,40,0,118633.08,1,No,Yes,60032.46,True
1613,15775294,692.0,France,Female,31,2,0.0,2,Yes,No,91829.17,True
1614,15775293,680.0,France,Male,34,3,143292.95,1,Yes,No,66526.01,False
1615,15775238,651.0,Germany,Female,41,4,133432.59,1,No,Yes,151303.48,False
1616,15775235,690.0,France,Female,36,6,110480.48,1,No,No,81292.33,False
1617,15775234,646.0,France,Male,24,8,0.0,2,No,No,92612.88,False
1618,15775206,699.0,France,Male,37,10,0.0,2,No,No,83263.04,False
1619,15775203,824.0,France,Male,45,3,129209.48,1,No,No,60151.77,False
1620,15775192,732.0,Germany,Female,48,4,102962.62,1,Yes,No,120852.85,True
1621,15775153,630.0,Spain,Male,32,4,82034.0,1,No,No,146326.45,False
1622,15775131,580.0,Spain,Male,32,9,142188.2,2,No,Yes,128028.6,False
1623,15775124,763.0,Spain,Male,39,8,0.0,2,Yes,Yes,933.38,False
1624,15775116,581.0,France,Male,31,3,0.0,2,No,No,89040.61,False
1625,15775108,571.0,France,Male,34,1,99325.04,2,No,Yes,186052.15,False
1626,15775104,697.0,France,Female,38,1,182065.85,1,Yes,No,49503.5,False
1627,15775082,749.0,France,Male,42,1,129776.72,2,No,Yes,143538.51,False
1628,15775067,606.0,France,Male,47,3,93578.68,2,No,Yes,137720.56,True
1629,15775042,615.0,France,Female,23,4,0.0,2,Yes,No,196476.19,False
1630,15774936,543.0,Germany,Male,39,6,143350.41,1,Yes,Yes,192070.16,True
1631,15774931,452.0,France,Male,30,7,112935.87,1,Yes,Yes,99017.34,False
1632,15774882,687.0,France,Female,35,3,99587.43,1,Yes,Yes,1713.1,True
1633,15774872,663.0,France,Male,36,10,0.0,2,Yes,No,136349.55,False
1634,15774857,460.0,France,Female,27,7,0.0,2,Yes,No,156150.08,True
1635,15774854,592.0,France,Male,54,8,0.0,1,Yes,Yes,28737.71,True
1636,15774847,593.0,France,Male,50,6,171740.69,1,No,No,20893.61,False
1637,15774744,664.0,Germany,Male,33,7,97286.16,2,Yes,No,143433.33,False
1638,15774738,632.0,France,Male,44,3,107764.75,1,Yes,No,185667.72,False
1639,15774727,757.0,Germany,Female,34,1,129398.01,2,No,No,44965.44,False
1640,15774696,640.0,Germany,Female,75,1,106307.91,2,No,Yes,113428.77,False
1641,15774630,601.0,Germany,Female,47,1,142802.02,1,Yes,Yes,57553.02,False
1642,15774586,692.0,Germany,Female,43,10,118588.83,1,Yes,Yes,161241.65,True
1643,15774551,772.0,Spain,Male,39,3,76722.67177696514,1,Yes,Yes,186948.35,False
1644,15774536,607.0,France,Female,32,6,0.0,2,No,No,196062.01,False
1645,15774510,714.0,France,Female,31,4,125169.26,1,Yes,Yes,106636.89,False
1646,15774507,574.0,France,Female,39,5,119013.86,1,Yes,No,103421.91,False
1647,15774491,480.0,France,Female,28,6,0.0,2,No,No,48131.92,False
1648,15774402,562.0,Spain,Male,39,5,0.0,1,No,Yes,182843.24,False
1649,15774401,773.0,Spain,Male,51,4,0.0,2,No,No,123587.83,True
1650,15774393,694.0,France,Female,30,9,0.0,2,Yes,Yes,26960.31,False
1651,15774382,579.0,Germany,Male,49,4,169377.31,1,Yes,Yes,123535.05,False
1652,15774358,443.0,Germany,Male,59,4,110939.3,1,Yes,No,72846.58,True
1653,15774336,648.0,Not reported,Male,44,9,111369.79,2,Yes,Yes,91947.74,False
1654,15774328,606.0,Germany,Male,40,1,144757.97,2,Yes,Yes,166656.18,False
1655,15774316,630.0,France,Male,37,6,0.0,2,Yes,Yes,82647.65,False
1656,15774285,649.0,Spain,Female,47,8,110783.28,1,Yes,Yes,71420.16,False
1657,15774277,809.0,France,Male,43,2,0.0,2,Yes,Yes,132908.07,False
1658,15774262,597.0,Germany,Male,52,8,83693.34,2,Yes,Yes,161083.53,False
1659,15774258,678.0,France,Male,40,1,0.0,2,Yes,Yes,187343.4,False
1660,15774250,532.0,France,Male,42,1,159024.71,1,Yes,No,100982.93,True
1661,15774224,613.0,Germany,Female,30,5,131563.88,2,Yes,No,170638.98,False
1662,15774192,539.0,Germany,Female,38,8,105435.74,1,No,No,80575.44,True
1663,15774179,487.0,France,Male,37,6,0.0,2,Yes,Yes,126477.41,False
1664,15774166,607.0,Germany,Female,24,2,109483.54,2,No,Yes,127560.77,False
1665,15774164,502.0,Germany,Male,33,5,174673.65,2,Yes,No,33300.56,False
1666,15774155,662.0,Germany,Male,33,0,103471.52,1,Yes,Yes,162703.0,False
1667,15774151,614.0,Spain,Female,41,7,179915.85,1,No,No,14666.35,True
1668,15774133,706.0,France,Female,35,8,178032.53,1,No,Yes,42181.68,False
1669,15774127,518.0,France,Male,46,3,0.0,2,Yes,No,76515.79,False
1670,15774104,539.0,Not reported,Male,39,2,0.0,2,Yes,Yes,48189.94,False
1671,15774098,701.0,Germany,Male,38,3,125385.49,2,No,Yes,52044.66,False
1672,15773973,765.0,France,Male,41,2,0.0,2,No,Yes,191215.61,False
1673,15773972,614.0,France,Not specified,50,4,137104.47,1,Yes,No,127166.49,True
1674,15773949,692.0,France,Female,36,3,0.0,2,Yes,Yes,8282.22,False
1675,15773934,670.0,France,Male,33,6,88294.6,1,Yes,No,66979.06,False
1676,15773906,655.0,France,Male,38,4,0.0,2,No,No,110527.71,False
1677,15773890,733.0,France,Not specified,22,5,0.0,2,Yes,Yes,117202.19,False
1678,15773876,655.0,France,Female,34,3,0.0,2,Yes,No,159638.77,False
1679,15773869,797.0,Not reported,Male,59,4,129321.44,1,Yes,Yes,93624.55,False
1680,15773868,653.0,Germany,Female,37,3,125734.2,2,Yes,No,134625.09,True
1681,15773852,533.0,Germany,Male,38,4,70362.52,2,Not Reported,Yes,104189.46,False
1682,15773809,620.0,France,Male,42,4,0.0,2,Yes,No,6232.31,False
1683,15773804,625.0,France,Male,39,5,0.0,1,Yes,No,99800.87,False
1684,15773792,662.0,France,Female,32,4,133950.37,1,Yes,Yes,48725.68,True
1685,15773789,594.0,Spain,Female,38,7,96858.35,1,Yes,No,77511.45,False
1686,15773779,593.0,Spain,Female,46,2,76597.79,1,Yes,Yes,54453.72,False
1687,15773776,655.0,France,Female,38,6,0.0,1,Yes,Yes,188639.28,False
1688,15773751,597.0,France,Female,29,1,132144.35,1,Yes,No,158086.33,False
1689,15773731,758.0,Spain,Female,35,5,0.0,2,No,No,100365.51,False
1690,15773723,588.0,Spain,Female,39,9,67178.19,2,Yes,Yes,163534.75,True
